,app_id,developer,publisher,description,interface_languages,full_audio_languages,subtitles_languages,english
862,870780,Remedy Entertainment,505 Games,"Winner of over 80 awards, Control is a visually stunning third-person action-adventure that will keep you on the edge of your seat.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'German', 'Spanish - Spain']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","(20,472)"
863,298110,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,"Hidden in the towering Himalayas lies Kyrat, a country steeped in tradition and violence. You are Ajay Ghale. Traveling to Kyrat to fulfill your mother’s dying wish, you find yourself caught up in a civil war to overthrow the oppressive regime of dictator Pagan Min.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Norwegian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Norwegian', 'Simplified Chinese', 'Traditional Chinese']","(19,171)"
864,469600,AutoAttack Games,AutoAttack Games,"An infinitely replayable multiplayer and single-player tower defense. Defend against waves of enemies and destroy the enemy's king before they destroy yours. Legion TD 2 is a one-of-a-kind game of tactics, teamwork, and prediction. Party as 1-8 players.","['English', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Russian', 'Swedish', 'French', 'Polish', 'Turkish', 'Spanish - Latin America', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Norwegian', 'Ukrainian', 'Italian', 'Czech', 'Hungarian', 'Romanian', 'Arabic', 'Bulgarian', 'Danish', 'Finnish']",['English'],[],"(5,477)"
865,445220,Boxelware,Boxelware,"A procedural co-op space sandbox where players can build their own space ships out of dynamically scalable blocks. Fight epic space battles, explore, mine, trade, wage wars and build your own empire to save your galaxy from being torn apart by an unknown enemy.","['English', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'French', 'Japanese']","['English', 'German']","['English', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'French', 'Japanese']","(7,402)"
866,1574580,Bad Viking,Iceberg Interactive,"Strange Horticulture is an occult puzzle game in which you play as the proprietor of a local plant store. Find and identify new plants, pet your cat, speak to a coven, or join a cult. Use your collection of powerful plants to influence the story and unravel Undermere’s dark mysteries.","['English', 'German', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'Spanish - Spain', 'Korean', 'Japanese', 'Traditional Chinese', 'Czech', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Turkish']",[],"['English', 'German', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'Spanish - Spain', 'Korean', 'Japanese', 'Traditional Chinese', 'Czech', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Turkish']","(5,716)"
867,311310,Game-Labs,Game-Labs,"Naval Action is a hardcore, realistic, and beautifully detailed naval combat sandbox immersing players into the experience of the most beautiful period of naval history - when sailing ships ruled the seas.","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",[],[],"(6,460)"
868,1235140,Ryu Ga Gotoku Studio,SEGA,"Become Ichiban Kasuga, a low-ranking yakuza grunt left on the brink of death by the man he trusted most. Take up your legendary bat and get ready to crack some underworld skulls in dynamic RPG combat set against the backdrop of modern-day Japan.","['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Japanese']","['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","(12,727)"
869,1148760,Northway Games,Finji,"Spend your teenage years on an alien planet in this narrative RPG with card-based battles. Explore, grow up, and fall in love. The choices you make and skills you master over ten years will determine the course of your life and the survival of your colony.",['English'],[],[],"(1,873)"
870,1139900,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games",505 Games,"Ghostrunner offers a unique single-player experience: fast-paced, violent combat, and an original setting that blends science fiction with post-apocalyptic themes. It tells the story of a world that has already ended and its inhabitants who fight to survive.","['English', 'French', 'Italian', 'German', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Korean', 'Traditional Chinese', 'Spanish - Spain', 'Ukrainian']",['English'],"['English', 'French', 'Italian', 'German', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Korean', 'Traditional Chinese', 'Spanish - Spain', 'Ukrainian']","(21,557)"
871,1961460,Mob Entertainment,Mob Entertainment,PROJECT: PLAYTIME is a Free-to-Play multiplayer horror game where six players attempt to create one giant toy while surviving a terrifying monster that roams the toy factory. A seventh player controls the monster and is given only one goal: Find and kill everyone.,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Spanish - Latin America', 'Italian', 'Portuguese - Brazil']",['English'],"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Spanish - Latin America', 'Italian', 'Portuguese - Brazil']","(17,926)"
872,1013320,Holyday Studios,Holyday Studios,"Firestone: Online Idle RPG is a multiplayer fantasy game with idle rpg mechanics. Collect heroes🧙‍♂️, upgrade their gear &amp; skills, and sent them in idle battles or go on an incremental clicker frenzy to beat monstrous bosses! Chat with guild friends or engage in PVP⚔️- the choice is in your hands!","['English', 'German', 'Spanish - Spain', 'Greek', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'French', 'Japanese', 'Korean', 'Polish', 'Traditional Chinese', 'Turkish', 'Danish', 'Finnish', 'Swedish', 'Portuguese - Portugal', 'Spanish - Latin America']","['English', 'German', 'Spanish - Spain', 'Greek', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'French', 'Japanese', 'Korean', 'Polish', 'Traditional Chinese', 'Turkish', 'Danish', 'Finnish', 'Swedish', 'Portuguese - Portugal', 'Spanish - Latin America']","['English', 'German', 'Spanish - Spain', 'Greek', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'French', 'Japanese', 'Korean', 'Polish', 'Traditional Chinese', 'Turkish', 'Danish', 'Finnish', 'Swedish', 'Portuguese - Portugal', 'Spanish - Latin America']","(1,766)"
873,4700,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)",SEGA,"Spanning the most turbulent era in Western history, your quest for territory and power takes you through Europe, Africa, the Middle East, and even onto the shores of the New World.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Polish', 'Russian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Polish', 'Russian']",[],"(17,209)"
874,1702330,Marvelous Inc.,XSEED Games,"As the newest ranger of a peacekeeping organization known as SEED, protect your community by rounding up rowdy monsters and going on special missions. Cultivate your farm and friendships alike while unravelling rune-related mysteries!","['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Japanese']","['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",(718)
875,1227890,Dojin Otome,Kagura Games,"It's summer break, and it's been years since you've last seen your aunt and cousins in the countryside! You don't know what to expect, but what could go wrong? Find out in Summer Memories!","['English', 'Japanese', 'Simplified Chinese']",['Japanese'],"['English', 'Japanese', 'Simplified Chinese']",(732)
876,2239550,Ubisoft Toronto,Ubisoft,Build a resistance as you fight to take back a near-future London facing its downfall. Welcome to the Resistance.,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Korean', 'Portuguese - Brazil']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Portuguese - Brazil']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Korean', 'Portuguese - Brazil']","(1,914)"
877,1012880,Robot Gentleman,Robot Gentleman,"The post-apocalyptic dark comedy is back - remastered and even more radioactive than before! Scavenge supplies, rescue your family, and stay alive in your fallout shelter. Make difficult decisions, hunt mutant roaches... and maybe survive. Or not.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish']","(2,992)"
878,861650,crea-ture Studios Inc.,Nacon,"Made by and for skaters, the dual stick controls faithfully reproduce your feet on the skateboard for an ultra-realistic experience. Try out real-life iconic skate spots, customise your skater and equipment with items from the top brands","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",[],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","(7,908)"
879,33230,Ubisoft Montreal,Ubisoft,"An epic story of family, vengeance and conspiracy set in the pristine, yet brutal, backdrop of a Renaissance Italy. New low price!","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Danish', 'Dutch', 'Korean', 'Swedish']","['English', 'French', 'German', 'Italian', 'Spanish - Spain']","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Danish', 'Dutch', 'Korean', 'Swedish']","(13,377)"
880,1954200,Ember Lab,Ember Lab,"A story-driven, action adventure combining exploration with fast-paced combat. Untangle the past as Kena, a young Spirit Guide in search of the sacred Mountain Shrine. Help free the spirits trapped in a forgotten village with the help of the Rot, her adorable (yet powerful) spirit companions.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","(4,051)"
881,1090630,"Cygames, Inc., Arc System Works",XSEED Games,"A new game in the Granblue Fantasy universe, available on Steam! This fantasy game blends fighting game action and RPG-style adventure. Throw yourself into matches or enjoy powering up your characters!","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Japanese']","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","(2,895)"
882,544750,"BANDAI NAMCO Studios Inc., Dimps Corporation",BANDAI NAMCO Entertainment,"Bring more than your fists to the fight! Featuring all-new battle mechanics and characters, SOULCALIBUR VI marks a new era of the historic franchise. Welcome back to the stage of history!","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Spanish - Latin America']","['English', 'Japanese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Spanish - Latin America']","(7,099)"
883,617830,SUPERHOT Team,SUPERHOT Team,"Lose track of what’s real. Commit yourself, body and mind. Confront the evocative, elegantly brutal world of SUPERHOT VR. Enemies pouring into the room from all sides, dozens of bullets coursing through the air... Wait. Something seems different in here...","['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Korean']","['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Korean']","['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Korean']","(6,101)"
884,1292630,Joycity,Joycity,"3on3 FreeStyle: Rebound allows players to work with their teammates to pull off rim-shaking slam dunks, awe-inspiring alley-oops, flashy no-look passes, and clutch outside shots which breaks the heart of the opposing team in competitive games filled with the joy and energy of street basketball.","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Vietnamese', 'Thai', 'Korean']",['English'],"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Vietnamese', 'Thai', 'Korean']","(1,458)"
885,2170420,Prophecy Games,Prophecy Games,"Starsiege: Deadzone is a corridor extraction shooter set in the far reaches of space. Delve into derelict space stations overrun by hostile Cybrids in search of valuable resources. Group up with 2 squadmates, fight against other Raiders, and escape alive.",['English'],['English'],[],"(1,602)"
886,333640,Freehold Games,Kitfox Games,"Caves of Qud is a science fantasy roguelike epic steeped in retrofuturism, deep simulation, and swathes of sentient plants. Come inhabit an exotic world and chisel through layers of thousand-year-old civilizations.",['English'],[],[],"(5,739)"
887,app,Failed,None,"Includes 2 items: The Elder Scrolls V: Skyrim Anniversary Upgrade, The Elder Scrolls V: Skyrim Special Edition...","Found code block, failed to parse within code block",[],[],0
888,601050,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Abandon all fear. Attack on Titan 2 is the gripping sequel to the action game based on the worldwide hit anime series &quot;Attack on Titan.&quot;,"['English', 'Japanese', 'Korean', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America']",['Japanese'],"['English', 'Japanese', 'Korean', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America']","(3,172)"
889,644930,Numantian Games,Numantian Games,They Are Billions is a Steampunk strategy game set on a post-apocalyptic planet. Build and defend colonies to survive against the billions of the infected that seek to annihilate the few remaining living humans. Can humanity survive after the zombie apocalypse?,"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian']",['English'],"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian']","(18,518)"
890,251060,Eugen Systems,Eugen Systems,"The new reference in RTS at its best! The Wargame series returns to duty, larger, richer and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese', 'Korean', 'Ukrainian', 'Traditional Chinese']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese', 'Korean', 'Ukrainian', 'Traditional Chinese']","(8,939)"
891,1236720,Handelabra Games Inc.,Handelabra Games Inc.,"Become the spirits of the land, and defend the island from colonizing Invaders spreading blight and destruction! Your spirits work with the native islanders to increase your power and drive the invading colonists from your island in this strategic area-control game.",['English'],[],[],(585)
892,47810,BioWare,Electronic Arts,"Dragon Age: Origins - Ultimate Edition includes Dragon Age: Origins, Dragon Age: Origins - Awakening and all nine content packs.","['English', 'Italian', 'Spanish - Spain', 'German']",[],[],"(16,132)"
893,10500,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)",SEGA,"Command the seas, control the land, forge a new nation, and conquer the globe.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish', 'Czech']",[],[],"(17,617)"
894,797430,Z4,Z4,HD Poker - The High Def Poker experience! Crush the competition with the newest FREE poker game.,['English'],[],[],"(2,971)"
895,2172260,pgWave.,pgWave.,"When an expedition with your team into the complex goes horribly wrong, you're left alone and lost, wandering the seemingly infinite maze of hallways, otherwise known as the Backrooms. Might there be something following you?",['English'],['English'],['English'],(431)
896,502520,Game-Labs,Game-Labs,Ultimate General: Civil War is a tactical real time strategy war-game. Experience the bloodiest period of U.S. history - the American Civil War of 1861-1865.,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean']",['English'],"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean']","(4,757)"
897,1128920,ROCKFISH Games,ROCKFISH Games,"EVERSPACE 2 is a fast-paced single-player spaceship shooter with exploration in space and on planets, tons of loot, RPG elements, mining, and crafting. Experience an exciting sci-fi story set in a vivid, handcrafted open world full of secrets, puzzles, and perils.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']","['English', 'German']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']","(5,268)"
898,728740,Rebellion,Rebellion,"In the dark days of the end of World War 2 amidst the ruins of Berlin, one bullet can change history… Elite sniper Karl Fairburne returns to the front line in the remaster of this award-winning stealth-action experience. Packed with new features, contemporary visuals and definitive content.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",(994)
899,220,Valve,Valve,"1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling. Valve's debut title wins more than 50 game-of-the-year awards on its way to being named ""Best PC Game Ever"" by PC Gamer, and launches a franchise with more than eight million retail units sold worldwide.","['English', 'French', 'German', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Dutch', 'Danish', 'Finnish', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Swedish', 'Thai']","['English', 'French', 'German', 'Italian', 'Korean', 'Spanish - Spain', 'Russian']",[],"(79,152)"
900,1881420,"FURYU Corporation, LANCARSE Ltd.",Bushiroad Inc.,"The ultimate digital Vanguard experience that includes an original story set in the world of overDress! Compete with players worldwide with &quot;Ranked Fight,&quot; play solo casually with &quot;CPU Fight,&quot; and enjoy the game and experience the world of Vanguard at your own pace via many other fight modes.","['English', 'Japanese']",[],"['English', 'Japanese']",(576)
901,1349230,"Conor Petersen, Thunkspace, LLC",Conor Petersen,"It's the first ever chess variant with spatial, temporal, and parallel dimensions. It's 5D Chess With Multiverse Time Travel! Move pieces back in time to create branching timelines. Send a rook to a parallel dimension. Protect your kings in the present and in the past!",['English'],[],[],"(5,355)"
902,1049410,Pillow Castle,Pillow Castle,"Perception is reality. In this mind-bending first-person puzzler, you escape a surreal dream world through solving impossible puzzles using the ambiguity of depth and perspective.","['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Ukrainian', 'Spanish - Spain', 'Arabic']",['English'],"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Ukrainian', 'Spanish - Spain', 'Arabic']","(12,950)"
903,718670,Weather Factory,Weather Factory,"Seize forbidden treasures. Summon alien gods. Feed on your disciples. Cultist Simulator is a game of apocalypse and yearning. Play as a seeker after unholy mysteries, in a 1920s-themed setting of hidden gods and secret histories.","['English', 'Simplified Chinese', 'Russian', 'German', 'Japanese']",[],[],"(6,249)"
904,976590,stillalive studios,astragon Entertainment,It's your stop! Bus Simulator 21 Next Stop is here! Enjoy many game improvements and a brand-new game mode with this comprehensive update. Career Mode combines Sandbox Mode with the campaign's economic system. Download the update now and experience Bus Simulator 21 anew.,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']","['English', 'German', 'Simplified Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']","(1,019)"
905,238320,Red Barrels,Red Barrels,"Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish', 'Portuguese - Brazil', 'Japanese']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish', 'Portuguese - Brazil', 'Japanese']","(31,552)"
906,1369630,"Live Wire, Adglobe",Binary Haze Interactive,"ENDER LILIES is a dark fantasy 2D action RPG about unraveling the mysteries of a destroyed kingdom. On this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. Overcome these hardships and seek the truth with the help of fallen knights.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Traditional Chinese']",[],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Traditional Chinese']","(7,598)"
907,1985820,"Sledgehammer Games, Treyarch, High Moon Studios, Raven Software, Beenox, Demonware",Activision,"Call of Duty®: Vanguard includes a deeply engaging single player Campaign, a massive Multiplayer offering featuring over 20 maps including 16 built for core Multiplayer and an exciting new Zombies experience developed by Treyarch.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']",(395)
908,2236300,Tbjbu2,Tbjbu2,"TIME TRAVEL through history to BECOME GOD 🚀 Ride dinosaurs, forge tools, sail dunes, build a colony, siege castles, automate and fly, mine underground, launch to the moon, build a dyson sphere! An insane, unforgettable and revolutionary survival crafting base building open world adventure.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian']",[],[],(199)
909,700600,Rebellion,Rebellion,"A satirical spy-fi lair builder where YOU are the criminal mastermind! Construct your base, train your minions, defend your operations from the Forces of Justice, and achieve global domination!","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","(7,263)"
910,382310,Strange Loop Games,Strange Loop Games,Create a civilization capable of stopping a meteor without destroying the ecosystem in the process.,"['English', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'French', 'Portuguese - Brazil', 'Korean', 'Russian', 'German', 'Spanish - Latin America']",[],[],"(6,569)"
911,719040,inXile Entertainment,inXile Entertainment,"Following the critically acclaimed 2014 Game of the Year winner Wasteland 2, the RPG series that pioneered the post-apocalyptic genre in video games returns with Wasteland 3.","['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Italian', 'Portuguese - Brazil']",['English'],"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Italian', 'Portuguese - Brazil']","(11,742)"
912,961200,Omeda Studios,Omeda Studios,"Predecessor is a fast-paced action game that combines MOBA and FPS gameplay putting you at the heart of the fight with strategic choice, third-person control and immersive action.",['English'],['English'],[],"(4,787)"
913,638970,Ryu Ga Gotoku Studio,SEGA,"SEGA’s legendary Japanese series finally comes to PC. Fight like hell through Tokyo and Osaka as junior yakuza Kiryu and Majima. Take a front row seat to 1980s life in Japan in an experience unlike anything else in video gaming, with uncapped framerates and 4K resolutions. A legend is born.","['English', 'Japanese']",['Japanese'],"['English', 'Japanese']","(37,131)"
914,2166060,MANGLEDmaw Games,DreadXP,"Join Amanda and her pal Wooly on a series of adventures as they explore and learn about our wonderful world! With several NEW play-along, laugh-along, learn-along episodes there's always fun to be had! Just make sure to do everything Amanda says or she might get angry.","['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",['English'],"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']","(2,622)"
915,1196090,Mad Head Games,Prime Matter,"Scars Above is a challenging sci-fi third-person action adventure shooter combining the rewarding feel of overcoming difficulty with a compelling and intricate story, set in a mysterious alien world to explore.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'German', 'Spanish - Spain']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",(410)
916,1097580,KISS,S-court,Empire Club. The most luxurious bar that ladies and gentlemen come and gather. The beautiful maids who worked there danced and talked with the customers to amuse them.,['English'],[],['English'],(553)
917,612880,Machine Games,Bethesda Softworks,"America, 1961. The assassination of Nazi General Deathshead was a short-lived victory. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka “Terror-Billy,” member of the Resistance, scourge of the Nazi empire, and humanity’s last hope for liberty.","['English', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']","['English', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Portuguese - Brazil']","['English', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']","(19,227)"
918,1105670,Ishtar Games,The Arcade Crew,Defend the last bastion of humanity with your squad of heroes! Exterminate fiendish monsters with magic and brute force by night and re-build your battered city defenses by day in this tactical RPG with rogue-lite mechanics.,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Japanese', 'German', 'Spanish - Spain', 'Korean', 'Russian', 'Ukrainian', 'Portuguese - Brazil']",[],['English'],"(4,458)"
